age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,month_of_birth
62,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,18058,11
59,Private,Prof-school,15,Married-civ-spouse,Transport-moving,Husband,Black,Male,15024,0,50,United-States,70480,10
43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,Germany,51220,6
45,Private,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,24150,3
19,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,47335,1
31,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,6295,10
31,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,34118,9
52,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,48,United-States,66052,3
45,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,43,United-States,38782,7
21,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,70,United-States,10965,9
54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,26280,4
58,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,40056,9
29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,11746,12
49,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,53815,8
35,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,29335,10
50,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1848,48,United-States,93226,5
22,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,19529,7
51,Private,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,48403,5
26,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,20166,2
17,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,49166,8
54,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,62186,1
46,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,57430,2
20,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,31460,1
36,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,3325,0,45,United-States,19041,10
28,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,60704,7
54,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,84927,8
26,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,39445,7
32,Local-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,6496,2
48,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,2463,0,40,United-States,26983,7
51,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,50633,5
37,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,8126,8
35,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,44351,9
17,Private,9th,5,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,29052,3
55,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,32790,10
40,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,52426,11
29,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,39306,3
20,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,23044,12
55,Private,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,40,France,45071,5
46,Private,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,Black,Female,0,0,50,United-States,21089,11
52,Local-gov,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,31447,1
44,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,,78151,6
25,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States,87219,12
31,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,88798,4
27,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,24090,5
18,Private,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,3,United-States,20577,1
25,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,70961,2
42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,85,United-States,40887,9
32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States,34960,5
19,,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,10312,6
17,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,16405,10
25,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,45482,12
23,State-gov,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,39458,5
45,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,85779,12
18,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,35320,9
50,Self-emp-not-inc,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,1408,5,United-States,49583,10
31,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,27209,8
53,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,85616,12
34,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,30,United-States,19754,12
31,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,2238,40,United-States,10104,5
51,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,16671,7
45,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,55016,7
51,Self-emp-not-inc,Assoc-acdm,12,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,United-States,17839,2
24,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,40504,3
29,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,1408,40,United-States,23500,12
17,Private,10th,6,Never-married,Sales,Unmarried,White,Female,0,0,12,United-States,14477,6
18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,26019,4
37,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,19825,4
33,,HS-grad,9,Divorced,,Not-in-family,Black,Female,0,0,40,United-States,21674,11
47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,United-States,101787,11
33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,12657,11
49,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,67909,7
29,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,32,United-States,34990,2
39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,28867,1
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,88565,12
26,,Some-college,10,Married-civ-spouse,,Wife,White,Female,0,0,20,United-States,7479,12
24,Private,Assoc-acdm,12,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,49957,12
21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,29002,6
37,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,40,United-States,67135,6
29,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Other-relative,White,Female,0,0,40,United-States,22491,1
22,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,39630,5
42,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,48,United-States,34224,5
62,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,84,United-States,33846,9
20,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,44317,8
60,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,40,United-States,24652,2
32,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,13725,12
31,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,South,40959,11
60,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,49,United-States,33123,2
19,Private,Some-college,10,Never-married,Sales,Other-relative,Black,Female,0,0,40,United-States,46456,9
64,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1685,7
59,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,36664,7
66,Private,Some-college,10,Widowed,Other-service,Unmarried,Black,Female,0,0,20,United-States,27765,2
18,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,10,United-States,22568,2
35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,61683,11
25,State-gov,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,29896,7
31,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,Puerto-Rico,15536,7
44,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,33,United-States,17654,12
61,Self-emp-not-inc,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,18855,4
45,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,90529,11
22,Private,Some-college,10,Never-married,Tech-support,Other-relative,White,Female,0,0,40,United-States,29793,12
21,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,45425,5
46,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,85779,3
34,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,28004,10
39,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,24,United-States,40310,10
42,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,37,United-States,20674,10
36,Private,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,34,United-States,6696,9
38,Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,100554,2
37,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,60566,5
36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,68890,9
40,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,12995,11
37,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Other,Female,4101,0,35,United-States,14369,4
46,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,35,United-States,84541,3
51,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,40,United-States,92157,9
90,,HS-grad,9,Widowed,,Not-in-family,White,Male,401,0,4,United-States,23371,7
46,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,46,United-States,56940,8
34,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,4972,3
51,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,3908,0,40,United-States,25096,7
33,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,66369,6
48,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,51849,6
33,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,12171,5
40,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,54860,7
37,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,37389,5
49,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,62086,7
44,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,United-States,1484,8
17,Private,11th,7,Never-married,Priv-house-serv,Own-child,White,Female,0,0,20,United-States,8405,7
66,,Masters,14,Widowed,,Not-in-family,White,Male,0,0,6,United-States,17519,8
70,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,6906,10
29,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,63113,8
25,Private,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,31008,11
64,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2635,0,24,Italy,46036,11
49,Private,10th,6,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,17494,11
20,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,60,United-States,19083,8
21,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,14640,8
34,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,92829,4
22,Private,Some-college,10,Never-married,Protective-serv,Own-child,Black,Female,0,0,20,United-States,41178,5
33,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,28,United-States,27620,8
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,35,United-States,31286,1
27,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,42673,10
55,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,50740,5
54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,49668,9
46,Federal-gov,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,12846,1
47,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,20736,12
45,Private,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,20689,8
52,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,37,United-States,81323,11
47,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,110412,8
32,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,Black,Male,0,0,38,United-States,30265,9
23,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1399,5
26,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,10103,6
32,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,50376,3
36,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,40,Germany,70245,7
18,Private,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,25426,3
35,Private,11th,7,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,21291,1
26,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,96,United-States,12045,4
46,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,14207,3
76,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Male,0,0,17,United-States,33166,10
65,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,19228,1
20,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,34698,9
22,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,15258,5
30,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,Iran,11630,6
36,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,60298,8
18,,12th,8,Never-married,,Own-child,White,Female,0,0,24,United-States,46103,2
49,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Germany,63763,11
29,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,United-States,16106,10
27,State-gov,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,United-States,21484,7
30,Private,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,15,United-States,50326,3
45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,England,21986,4
39,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,57767,4
30,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,6849,0,40,England,20942,7
33,Local-gov,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Female,0,0,35,United-States,9335,3
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,12964,7
40,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,40422,10
36,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,39195,12
17,Private,11th,7,Never-married,Farming-fishing,Own-child,White,Female,0,0,18,United-States,14130,2
17,,11th,7,Never-married,,Own-child,White,Female,0,0,8,United-States,18486,1
39,Self-emp-not-inc,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,64306,9
42,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,59837,8
22,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,10,United-States,6613,4
28,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,53824,5
46,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,51976,3
38,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,50,Greece,20604,3
58,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,74235,7
55,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,9486,10
70,Self-emp-inc,9th,5,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,24367,5
24,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,11552,1
46,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,51683,12
25,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,24823,5
30,Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,62951,8
44,Private,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,17191,6
60,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,5,United-States,7813,3
64,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,81246,1
62,,Doctorate,16,Married-civ-spouse,,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,65395,5
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,70969,9
35,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,65697,6
33,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,43297,10
48,Private,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,38,United-States,33421,12
29,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,10494,12
35,,Assoc-voc,11,Married-civ-spouse,,Wife,White,Female,0,0,20,United-States,52328,10
43,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,86691,4
20,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,34748,6
61,State-gov,11th,7,Widowed,Other-service,Unmarried,White,Female,0,0,32,United-States,58895,4
35,Private,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,48951,7
58,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,56689,10
40,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,18037,3
18,,Some-college,10,Never-married,,Own-child,White,Female,0,0,40,United-States,24051,12
43,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3908,0,40,United-States,20013,12
24,Private,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,0,0,3,United-States,17901,11
33,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,19813,4
22,Private,HS-grad,9,Never-married,Other-service,Unmarried,Other,Male,0,0,20,Puerto-Rico,18442,11
30,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,25140,7
35,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,39492,4
23,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,32185,11
47,Self-emp-inc,7th-8th,4,Never-married,Craft-repair,Not-in-family,Other,Male,0,0,40,,19254,1
22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,20088,2
57,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,165437,8
33,Self-emp-not-inc,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,41032,4
20,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,31474,8
26,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,28029,10
46,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,8261,2
19,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States,4715,1
24,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,30909,5
39,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,87655,2
32,Private,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,37667,11
64,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,71130,9
38,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,14432,6
33,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,52470,5
17,Private,12th,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,14411,10
17,Private,10th,6,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,12212,1
33,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,54959,2
45,Federal-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,3908,0,40,United-States,16653,5
24,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,19382,5
40,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,123008,4
33,Private,Masters,14,Never-married,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,2057,11
31,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,46,United-States,34338,12
39,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-States,86267,1
37,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,,24777,10
47,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,84,United-States,50940,5
27,Private,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,38546,2
48,Private,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,43,United-States,8223,10
46,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,130568,1
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,24848,4
50,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,13150,8
21,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2603,40,United-States,13650,2
25,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,14774,10
78,,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,3,United-States,2290,3
35,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,13576,8
36,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,48,United-States,3855,10
49,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,10395,7
33,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,42,Canada,73401,3
61,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,74151,8
58,Private,Some-college,10,Widowed,Other-service,Not-in-family,Black,Female,0,0,40,United-States,39416,3
59,Local-gov,Bachelors,13,Never-married,Prof-specialty,Other-relative,Black,Female,0,0,35,United-States,28317,7
64,,10th,6,Married-civ-spouse,,Husband,White,Male,0,0,56,United-States,63904,9
32,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,9409,3
35,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,25,United-States,39646,6
31,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,15037,8
31,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Female,0,0,60,United-States,31100,9
22,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,,36861,5
70,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,49552,6
23,,10th,6,Never-married,,Own-child,Black,Female,0,0,40,United-States,28122,12
32,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,60,United-States,17512,6
55,,HS-grad,9,Never-married,,Not-in-family,White,Female,0,0,40,United-States,20344,9
46,Private,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,20641,1
29,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,104963,8
22,,HS-grad,9,Divorced,,Other-relative,Black,Female,0,0,40,United-States,21970,9
